agency_ori_7,nonzero_years,offense,consistent,ori_group,larger_city
GA09501,1.0,murder,False,7,False
GA09502,0.0,murder,False,9D,False
GA09600,0.0,murder,False,8D,False
GA09601,2.0,murder,False,6,False
GA09602,0.0,murder,False,7,False
GA09603,1.0,murder,False,7,False
GA09604,3.0,murder,False,7,False
GA09605,0.0,murder,False,8D,False
GA09700,4.0,murder,False,9B,False
GA09701,0.0,murder,False,7,False
GA09702,1.0,murder,False,7,False
GA09703,0.0,murder,False,7,False
GA09704,0.0,murder,False,7,False
GA09800,3.0,murder,False,9D,False
GA09801,2.0,murder,False,7,False
GA09900,13.0,murder,False,9C,False
GA09901,3.0,murder,False,6,False
GA09902,0.0,murder,False,7,False
GA09903,2.0,murder,False,7,False
GA09904,1.0,murder,False,7,False
GA09905,0.0,murder,False,7,False
GA09907,0.0,murder,False,9D,False
GA10000,3.0,murder,False,8D,False
GA10001,3.0,murder,False,7,False
GA10100,12.0,murder,False,8C,False
GA10101,8.0,murder,False,6,False
GA10103,7.0,murder,False,6,False
GA10104,0.0,murder,False,7,False
GA10105,0.0,murder,False,8D,False
GA10200,13.0,murder,False,9C,False
GA10201,7.0,murder,False,6,False
GA10202,0.0,murder,False,7,False
GA10203,0.0,murder,False,9D,False
GA10204,0.0,murder,False,9D,False
GA10205,0.0,murder,False,9D,False
GA10300,1.0,murder,False,8D,False
GA10301,0.0,murder,False,7,False
GA10302,0.0,murder,False,7,False
GA10303,0.0,murder,False,7,False
GA10400,4.0,murder,False,9C,False
GA10401,4.0,murder,False,6,False
GA10402,0.0,murder,False,7,False
GA10500,15.0,murder,False,9B,False
GA10501,1.0,murder,False,6,False
GA10502,0.0,murder,False,7,False
GA10600,1.0,murder,False,9D,False
GA10601,37.0,murder,True,2,True
GA10603,0.0,murder,False,7,False
GA10604,0.0,murder,False,7,False
GA10605,0.0,murder,False,7,False
GA10700,27.0,murder,False,9B,False
GA10701,25.0,murder,False,5,False
GA10702,0.0,murder,False,7,False
GA10703,1.0,murder,False,7,False
GA10704,0.0,murder,False,7,False
GA10800,6.0,murder,False,9B,False
GA10801,2.0,murder,False,6,False
GA10802,0.0,murder,False,7,False
GA10900,9.0,murder,False,9C,False
GA11000,12.0,murder,False,9A,False
GA11001,6.0,murder,False,5,False
GA11002,1.0,murder,False,6,False
GA11004,0.0,murder,False,7,False
GA11100,6.0,murder,False,9C,False
GA11101,10.0,murder,False,6,False
GA11102,3.0,murder,False,6,False
GA11103,1.0,murder,False,7,False
GA11200,6.0,murder,False,9B,False
GA11201,1.0,murder,False,6,False
GA11202,0.0,murder,False,9D,False
GA11203,0.0,murder,False,9D,False
GA11300,4.0,murder,False,8C,False
GA11301,7.0,murder,False,6,False
GA11302,0.0,murder,False,7,False
GA11400,10.0,murder,False,9C,False
GA11401,1.0,murder,False,7,False
GA11402,0.0,murder,False,7,False
GA11403,0.0,murder,False,7,False
GA11500,0.0,murder,False,8D,False
GA11501,8.0,murder,False,6,False
GA11502,4.0,murder,False,6,False
GA11503,11.0,murder,False,8B,False
GA11504,0.0,murder,False,7,False
GA11600,11.0,murder,False,9C,False
GA11601,4.0,murder,False,6,False
GA11700,20.0,murder,False,8C,False
GA11701,5.0,murder,False,6,False
GA11800,3.0,murder,False,8D,False
GA11801,1.0,murder,False,7,False
GA11900,10.0,murder,False,8C,False
GA11901,1.0,murder,False,7,False
GA11902,0.0,murder,False,7,False
GA11903,0.0,murder,False,7,False
GA11904,0.0,murder,False,7,False
GA11905,0.0,murder,False,7,False
GA12000,0.0,murder,False,8D,False
GA12001,4.0,murder,False,6,False
GA12002,0.0,murder,False,7,False
GA12005,0.0,murder,False,7,False
GA12100,32.0,murder,False,9A,False
GA12101,16.0,murder,False,7,False
GA12102,1.0,murder,False,9D,False
GA12103,1.0,murder,False,6,False
GA12104,0.0,murder,False,7,False
GA12105,0.0,murder,False,7,False
GA12106,0.0,murder,False,9D,False
GA12107,0.0,murder,False,9D,False
GA12108,0.0,murder,False,7,False
GA12115,0.0,murder,False,7,False
GA12121,0.0,murder,False,7,False
GA12200,23.0,murder,False,9B,False
GA12201,17.0,murder,False,5,False
GA12300,0.0,murder,False,8D,False
GA12301,3.0,murder,False,7,False
GA12400,6.0,murder,False,8C,False
GA12401,2.0,murder,False,6,False
GA12402,0.0,murder,False,7,False
GA12403,1.0,murder,False,7,False
GA12404,0.0,murder,False,7,False
GA12500,8.0,murder,False,8D,False
GA12501,8.0,murder,False,6,False
GA12600,24.0,murder,False,9B,False
GA12601,30.0,murder,False,5,False
GA12604,0.0,murder,False,7,False
GA12700,5.0,murder,False,8C,False
GA12701,12.0,murder,False,6,False
GA12800,1.0,murder,False,8D,False
GA12801,3.0,murder,False,7,False
GA12802,1.0,murder,False,7,False
GA12803,0.0,murder,False,7,False
GA12900,9.0,murder,False,8C,False
GA12901,20.0,murder,False,5,False
GA12902,0.0,murder,False,7,False
GA12903,0.0,murder,False,7,False
GA12904,0.0,murder,False,7,False
GA13000,8.0,murder,False,8D,False
GA13001,0.0,murder,False,7,False
GA13002,0.0,murder,False,7,False
GA13100,3.0,murder,False,8D,False
GA13101,0.0,murder,False,7,False
GA13102,0.0,murder,False,8D,False
GA13200,8.0,murder,False,8C,False
GA13201,3.0,murder,False,6,False
GA13202,4.0,murder,False,6,False
GA13203,0.0,murder,False,7,False
GA13204,0.0,murder,False,7,False
GA13300,15.0,murder,False,8D,False
GA13301,0.0,murder,False,7,False
GA13302,2.0,murder,False,7,False
GA13400,2.0,murder,False,8D,False
GA13401,6.0,murder,False,6,False
GA13402,2.0,murder,False,7,False
GA13403,3.0,murder,False,7,False
GA13404,1.0,murder,False,7,False
GA13406,0.0,murder,False,7,False
GA13500,17.0,murder,False,9D,False
GA13501,3.0,murder,False,6,False
GA13502,0.0,murder,False,7,False
GA13600,18.0,murder,False,8C,False
GA13601,22.0,murder,False,5,False
GA13602,1.0,murder,False,7,False
GA13603,0.0,murder,False,7,False
GA13604,0.0,murder,False,7,False
GA13605,0.0,murder,False,7,False
GA13606,0.0,murder,False,7,False
GA13607,1.0,murder,False,7,False
GA13611,0.0,murder,False,,
GA13700,25.0,murder,False,8C,False
GA13701,25.0,murder,False,5,False
GA13702,0.0,murder,False,7,False
GA13703,0.0,murder,False,7,False
GA13704,0.0,murder,False,7,False
GA13800,11.0,murder,False,8C,False
GA13801,9.0,murder,False,6,False
GA13802,20.0,murder,False,5,False
GA13900,5.0,murder,False,8C,False
GA13901,0.0,murder,False,7,False
GA13902,0.0,murder,False,7,False
GA13903,0.0,murder,False,7,False
GA14000,5.0,murder,False,8D,False
GA14001,2.0,murder,False,6,False
GA14100,14.0,murder,False,8B,False
GA14101,3.0,murder,False,6,False
GA14102,32.0,murder,False,4,False
GA14103,8.0,murder,False,6,False
GA14104,0.0,murder,False,8D,False
GA14200,3.0,murder,False,8D,False
GA14201,6.0,murder,False,6,False
GA14202,0.0,murder,False,7,False
GA14203,0.0,murder,False,,
GA14300,5.0,murder,False,9D,False
GA14301,0.0,murder,False,7,False
GA14302,0.0,murder,False,7,False
GA14303,0.0,murder,False,9D,False
GA14304,1.0,murder,False,9D,False
GA14400,4.0,murder,False,8C,False
GA14401,0.0,murder,False,7,False
GA14500,12.0,murder,False,8C,False
GA14501,10.0,murder,False,6,False
GA14600,10.0,murder,False,9B,False
GA14601,7.0,murder,False,6,False
GA14602,0.0,murder,False,6,False
GA14603,0.0,murder,False,7,False
GA14604,0.0,murder,False,6,False
GA14605,0.0,murder,False,7,False
GA14606,0.0,murder,False,9D,False
GA14700,10.0,murder,False,9B,False
GA14701,14.0,murder,False,5,False
GA14702,1.0,murder,False,5,False
GA14703,3.0,murder,False,6,False
GA14704,0.0,murder,False,9D,False
GA14800,17.0,murder,False,8C,False
GA14801,20.0,murder,False,5,False
GA14802,0.0,murder,False,8D,False
GA14804,0.0,murder,False,8D,False
GA14900,1.0,murder,False,8D,False
GA14901,1.0,murder,False,7,False
GA14902,0.0,murder,False,8D,False
GA15000,8.0,murder,False,8C,False
GA15001,10.0,murder,False,6,False
GA15002,3.0,murder,False,7,False
GA15003,3.0,murder,False,7,False
GA15004,0.0,murder,False,7,False
GA15005,0.0,murder,False,7,False
GA15006,0.0,murder,False,8D,False
GA15100,6.0,murder,False,8C,False
GA15101,9.0,murder,False,6,False
GA15102,0.0,murder,False,7,False
GA15103,0.0,murder,False,7,False
GA15200,0.0,murder,False,8D,False
GA15201,0.0,murder,False,7,False
GA15300,6.0,murder,False,8D,False
GA15301,0.0,murder,False,6,False
GA15302,1.0,murder,False,7,False
GA15400,9.0,murder,False,8C,False
GA15401,4.0,murder,False,6,False
GA15402,4.0,murder,False,7,False
GA15500,21.0,murder,False,9B,False
GA15501,25.0,murder,False,4,False
GA15502,0.0,murder,False,7,False
GA15503,0.0,murder,False,7,False
GA15505,0.0,murder,False,7,False
GA15506,0.0,murder,False,7,False
GA15507,0.0,murder,False,7,False
GA15600,6.0,murder,False,8D,False
GA15601,0.0,murder,False,6,False
GA15602,2.0,murder,False,7,False
GA15603,0.0,murder,False,7,False
GA15700,14.0,murder,False,8D,False
GA15701,1.0,murder,False,6,False
GA15702,0.0,murder,False,7,False
GA15800,11.0,murder,False,8D,False
GA15801,5.0,murder,False,7,False
GA15802,0.0,murder,False,7,False
GA15803,0.0,murder,False,7,False
GA15804,0.0,murder,False,7,False
GA15805,0.0,murder,False,7,False
GA15806,0.0,murder,False,8D,False
GA15900,12.0,murder,False,9C,False
GA15901,5.0,murder,False,6,False
GA15902,0.0,murder,False,7,False
GA15903,1.0,murder,False,7,False
GA15904,0.0,murder,False,7,False
GAAPD00,37.0,murder,True,1C,True
GADI001,0.0,murder,False,7,False
GADI002,0.0,murder,False,7,False
GADI003,0.0,murder,False,7,False
GADI004,0.0,murder,False,7,False
GADI005,0.0,murder,False,7,False
GADI006,0.0,murder,False,7,False
GADI007,0.0,murder,False,7,False
GAGB112,0.0,murder,False,8D,False
GAGB113,0.0,murder,False,8D,False
GAGB114,0.0,murder,False,8D,False
GAGB117,0.0,murder,False,8D,False
GAGBI00,2.0,murder,False,8D,False
GAGBI01,3.0,murder,False,8D,False
GAGBI02,4.0,murder,False,8D,False
GAGBI03,4.0,murder,False,8D,False
GAGBI04,6.0,murder,False,8D,False
GAGBI05,5.0,murder,False,8D,False
GAGBI06,5.0,murder,False,8D,False
GAGBI07,5.0,murder,False,8D,False
GAGBI08,5.0,murder,False,8D,False
GAGBI11,4.0,murder,False,8D,False
GAGBI12,0.0,murder,False,8D,False
GAGBI13,0.0,murder,False,9D,False
GAGBI14,0.0,murder,False,9D,False
GAGBI15,0.0,murder,False,9D,False
GAGBI16,0.0,murder,False,9D,False
GAGBI17,0.0,murder,False,9D,False
GAGBI18,0.0,murder,False,9D,False
GAGBI20,0.0,murder,False,8D,False
GAGSP00,0.0,murder,False,8D,False
GAGSP01,0.0,murder,False,9D,False
GAGSP02,0.0,murder,False,8D,False
GAGSP03,0.0,murder,False,9D,False
GAGSP04,0.0,murder,False,9D,False
GAGSP05,0.0,murder,False,9D,False
GAGSP06,0.0,murder,False,9D,False
GAGSP07,0.0,murder,False,8D,False
GAGSP08,0.0,murder,False,9D,False
GAGSP09,0.0,murder,False,9D,False
GAGSP10,0.0,murder,False,8D,False
GAGSP11,0.0,murder,False,9D,False
GAGSP12,0.0,murder,False,8D,False
GAGSP13,0.0,murder,False,8D,False
GAGSP14,0.0,murder,False,8D,False
GAGSP15,0.0,murder,False,9D,False
GAGSP16,0.0,murder,False,8D,False
GAGSP17,0.0,murder,False,8D,False
GAGSP18,0.0,murder,False,8D,False
GAGSP19,0.0,murder,False,8D,False
GAGSP20,0.0,murder,False,8D,False
GAGSP21,0.0,murder,False,8D,False
GAGSP22,0.0,murder,False,8D,False
GAGSP23,0.0,murder,False,9D,False
GAGSP24,0.0,murder,False,9D,False
GAGSP25,0.0,murder,False,9D,False
GAGSP26,0.0,murder,False,8D,False
GAGSP27,0.0,murder,False,8D,False
GAGSP28,0.0,murder,False,9D,False
GAGSP29,0.0,murder,False,9D,False
GAGSP30,0.0,murder,False,8D,False
GAGSP31,0.0,murder,False,9D,False
GAGSP32,0.0,murder,False,9D,False
GAGSP33,0.0,murder,False,8D,False
GAGSP34,0.0,murder,False,9D,False
GAGSP35,0.0,murder,False,9D,False
GAGSP36,0.0,murder,False,8D,False
GAGSP37,0.0,murder,False,9D,False
GAGSP38,0.0,murder,False,9D,False
GAGSP39,0.0,murder,False,8D,False
GAGSP40,0.0,murder,False,9D,False
GAGSP41,0.0,murder,False,9D,False
GAGSP42,0.0,murder,False,9D,False
GAGSP43,0.0,murder,False,8D,False
GAGSP44,0.0,murder,False,9D,False
GAGSP45,0.0,murder,False,8D,False
GAGSP46,0.0,murder,False,9D,False
GAGSP47,0.0,murder,False,9D,False
GAGSP48,0.0,murder,False,9D,False
GAGSPH3,0.0,murder,False,8D,False
GAUSMO4,0.0,murder,False,9D,False
GMTGM00,5.0,murder,False,0,False
HI00100,24.0,murder,False,8A,False
HI00101,14.0,murder,False,4,False
HI00200,29.0,murder,False,1B,True
HI0020A,0.0,murder,False,9D,False
HI00400,24.0,murder,False,8B,False
HI00401,0.0,murder,False,5,False
HI00402,0.0,murder,False,6,False
HI00500,33.0,murder,False,9A,False
HI00501,0.0,murder,False,4,False
HI00502,0.0,murder,False,5,False
HI00503,0.0,murder,False,6,False
HI00504,0.0,murder,False,7,False
HI00505,0.0,murder,False,5,False
HI00506,0.0,murder,False,7,False
HIDI000,0.0,murder,False,7,False
HIDI001,0.0,murder,False,7,False
HIDI002,0.0,murder,False,7,False
IA00100,2.0,murder,False,8D,False
IA00200,4.0,murder,False,8D,False
IA00300,1.0,murder,False,8C,False
IA00301,0.0,murder,False,6,False
IA00304,0.0,murder,False,,
IA00305,0.0,murder,False,,
IA00400,6.0,murder,False,8D,False
IA00401,2.0,murder,False,6,False
IA00500,0.0,murder,False,8D,False
IA00501,0.0,murder,False,7,False
IA00600,5.0,murder,False,9C,False
IA00601,2.0,murder,False,7,False
IA00602,2.0,murder,False,6,False
IA00700,2.0,murder,False,9C,False
IA00701,6.0,murder,False,4,False
IA00702,1.0,murder,False,6,False
IA00703,28.0,murder,False,3,False
IA00707,0.0,murder,False,7,False
IA00800,2.0,murder,False,8C,False
IA00801,4.0,murder,False,5,False
IA00802,1.0,murder,False,7,False
IA00803,0.0,murder,False,6,False
IA00900,2.0,murder,False,9C,False
IA00902,1.0,murder,False,5,False
IA01000,2.0,murder,False,8C,False
IA01001,1.0,murder,False,6,False
IA01100,1.0,murder,False,8D,False
IA01101,7.0,murder,False,5,False
IA01200,4.0,murder,False,8C,False
IA01201,0.0,murder,False,,
IA01300,3.0,murder,False,8D,False
IA01400,0.0,murder,False,8C,False
IA01401,1.0,murder,False,6,False
IA01500,0.0,murder,False,8D,False
IA01501,1.0,murder,False,6,False
IA01600,3.0,murder,False,8C,False
IA01601,0.0,murder,False,6,False
IA01603,0.0,murder,False,7,False
IA01607,0.0,murder,False,,
IA01700,3.0,murder,False,8D,False
IA01701,0.0,murder,False,6,False
IA01702,14.0,murder,False,4,False
IA01800,0.0,murder,False,8D,False
IA01801,1.0,murder,False,6,False
IA01802,0.0,murder,False,7,False
IA01900,2.0,murder,False,8D,False
IA01901,1.0,murder,False,6,False
IA02000,1.0,murder,False,8D,False
IA02001,2.0,murder,False,6,False
IA02100,0.0,murder,False,8D,False
IA02101,3.0,murder,False,5,False
IA02200,2.0,murder,False,8C,False
IA02201,0.0,murder,False,7,False
IA02300,5.0,murder,False,8C,False
IA02301,7.0,murder,False,4,False
IA02302,1.0,murder,False,6,False
IA02303,0.0,murder,False,6,False
IA02400,4.0,murder,False,8D,False
IA02401,3.0,murder,False,6,False
IA02500,5.0,murder,False,9C,False
IA02501,2.0,murder,False,6,False
IA02502,3.0,murder,False,6,False
IA02504,1.0,murder,False,5,False
IA02507,0.0,murder,False,,
IA02600,5.0,murder,False,8D,False
IA02601,0.0,murder,False,6,False
IA02700,3.0,murder,False,8D,False
IA02701,0.0,murder,False,7,False
IA02702,0.0,murder,False,7,False
IA02800,1.0,murder,False,8C,False
IA02801,1.0,murder,False,6,False
IA02900,5.0,murder,False,8C,False
IA02901,16.0,murder,False,4,False
IA02902,1.0,murder,False,6,False
IA03000,4.0,murder,False,8C,False
IA03001,1.0,murder,False,6,False
IA03003,0.0,murder,False,7,False
IA03100,2.0,murder,False,9B,False
IA03101,15.0,murder,False,3,False
IA03103,0.0,murder,False,6,False
IA03200,2.0,murder,False,8D,False
IA03201,1.0,murder,False,6,False
IA03300,1.0,murder,False,8C,False
IA03301,1.0,murder,False,6,False
IA03302,1.0,murder,False,7,False
IA03303,0.0,murder,False,7,False
IA03400,1.0,murder,False,8D,False
IA03401,2.0,murder,False,6,False
IA03500,1.0,murder,False,8D,False
IA03501,2.0,murder,False,6,False
IA03600,3.0,murder,False,8D,False
IA03700,0.0,murder,False,8D,False
IA03701,0.0,murder,False,6,False
IA03800,3.0,murder,False,9D,False
IA03801,1.0,murder,False,6,False
IA03900,1.0,murder,False,9C,False
IA04000,2.0,murder,False,8D,False
IA04001,2.0,murder,False,6,False
IA04100,2.0,murder,False,8D,False
IA04101,2.0,murder,False,6,False
IA04200,2.0,murder,False,8D,False
IA04201,2.0,murder,False,6,False
IA04203,0.0,murder,False,6,False
IA04300,4.0,murder,False,9C,False
IA04301,0.0,murder,False,6,False
IA04400,1.0,murder,False,8C,False
IA04401,3.0,murder,False,6,False
IA04402,0.0,murder,False,7,False
IA04500,0.0,murder,False,8D,False
IA04501,1.0,murder,False,6,False
IA04600,1.0,murder,False,8D,False
IA04601,0.0,murder,False,6,False
IA04700,0.0,murder,False,8D,False
IA04800,5.0,murder,False,8C,False
IA04801,0.0,murder,False,6,False
IA04803,1.0,murder,False,6,False
IA04900,4.0,murder,False,8C,False
IA04901,2.0,murder,False,6,False
IA05000,5.0,murder,False,8C,False
IA05001,9.0,murder,False,5,False
IA05002,0.0,murder,False,7,False
IA05006,1.0,murder,False,7,False
IA05100,2.0,murder,False,8D,False
IA05101,1.0,murder,False,6,False
IA05200,9.0,murder,False,9B,False
IA05201,5.0,murder,False,5,False
IA05202,13.0,murder,False,3,False
IA05204,0.0,murder,False,7,False
IA05205,0.0,murder,False,5,False
IA05300,2.0,murder,False,9C,False
IA05301,0.0,murder,False,6,False
IA05302,1.0,murder,False,6,False
IA05400,4.0,murder,False,8D,False
IA05401,0.0,murder,False,7,False
IA05500,1.0,murder,False,8D,False
IA05501,2.0,murder,False,6,False
IA05600,4.0,murder,False,8C,False
IA05601,3.0,murder,False,5,False
IA05602,9.0,murder,False,5,False
IA0560A,0.0,murder,False,8D,False
IA05700,11.0,murder,False,9B,False
IA05701,28.0,murder,False,2,True
IA05702,4.0,murder,False,4,False
IA05703,2.0,murder,False,6,False
IA05704,0.0,murder,False,7,False
IA05706,0.0,murder,False,6,False
IA05708,0.0,murder,False,7,False
IA05709,0.0,murder,False,6,False
IA05710,0.0,murder,False,7,False
IA05800,4.0,murder,False,8C,False
IA05900,5.0,murder,False,8D,False
IA05901,2.0,murder,False,6,False
IA06000,2.0,murder,False,8C,False
IA06001,0.0,murder,False,6,False
IA06100,1.0,murder,False,9C,False
IA06101,1.0,murder,False,6,False
IA06200,2.0,murder,False,8D,False
IA06201,3.0,murder,False,5,False
IA06202,0.0,murder,False,7,False
IA06300,5.0,murder,False,8C,False
IA06301,1.0,murder,False,6,False
IA06302,1.0,murder,False,5,False
IA06303,0.0,murder,False,7,False
IA06400,5.0,murder,False,8C,False
IA06401,13.0,murder,False,4,False
IA06402,0.0,murder,False,7,False
IA06500,1.0,murder,False,9D,False
IA06501,3.0,murder,False,6,False
IA06600,0.0,murder,False,8D,False
IA06601,0.0,murder,False,6,False
IA06602,0.0,murder,False,7,False
IA06700,0.0,murder,False,8D,False
IA06701,0.0,murder,False,6,False
IA06800,2.0,murder,False,8D,False
IA06801,1.0,murder,False,6,False
IA06900,1.0,murder,False,8D,False
IA06901,5.0,murder,False,6,False
IA07000,6.0,murder,False,8C,False
IA07001,13.0,murder,False,5,False
IA07002,0.0,murder,False,6,False
IA07004,0.0,murder,False,6,False
IA07100,3.0,murder,False,8D,False
IA07103,1.0,murder,False,6,False
IA07200,0.0,murder,False,8D,False
IA07201,0.0,murder,False,6,False
IA07300,1.0,murder,False,8D,False
IA07301,1.0,murder,False,6,False
IA07302,0.0,murder,False,6,False
IA07400,0.0,murder,False,8D,False
IA07401,1.0,murder,False,6,False
IA07500,2.0,murder,False,9C,False
IA07501,5.0,murder,False,6,False
IA07600,2.0,murder,False,8D,False
IA07700,13.0,murder,False,9B,False
IA07701,8.0,murder,False,3,False
IA07702,4.0,murder,False,5,False
IA07703,36.0,murder,True,2,True
IA07704,6.0,murder,False,4,False
IA07705,11.0,murder,False,3,False
IA07706,1.0,murder,False,6,False
IA07707,3.0,murder,False,5,False
IA07708,3.0,murder,False,5,False
IA07714,2.0,murder,False,6,False
IA07718,0.0,murder,False,6,False
IA07800,8.0,murder,False,9B,False
IA07801,28.0,murder,False,3,False
IA07804,3.0,murder,False,6,False
IA07900,1.0,murder,False,8D,False
IA07901,2.0,murder,False,6,False
IA08000,2.0,murder,False,8D,False
IA08100,1.0,murder,False,8D,False
IA08101,0.0,murder,False,7,False
IA08200,7.0,murder,False,9C,False
IA08201,7.0,murder,False,4,False
IA08202,35.0,murder,True,2,True
IA08204,0.0,murder,False,7,False
IA08205,0.0,murder,False,7,False
IA08206,1.0,murder,False,6,False
IA08207,0.0,murder,False,6,False
IA08208,0.0,murder,False,7,False
IA08209,0.0,murder,False,7,False
IA08211,0.0,murder,False,7,False
IA08212,0.0,murder,False,7,False
IA08300,1.0,murder,False,8D,False
IA08301,0.0,murder,False,6,False
IA08400,1.0,murder,False,8C,False
IA08401,0.0,murder,False,6,False
IA08402,1.0,murder,False,6,False
IA08404,1.0,murder,False,6,False
IA08405,0.0,murder,False,6,False
IA08500,5.0,murder,False,9C,False
IA08501,12.0,murder,False,3,False
IA08502,0.0,murder,False,6,False
IA08503,0.0,murder,False,6,False
IA08504,0.0,murder,False,7,False
IA08600,3.0,murder,False,8C,False
IA08601,0.0,murder,False,7,False
IA08602,0.0,murder,False,6,False
IA08700,3.0,murder,False,8D,False
IA08701,0.0,murder,False,7,False
IA08702,0.0,murder,False,7,False
IA08800,1.0,murder,False,8D,False
IA08801,2.0,murder,False,6,False
IA08900,2.0,murder,False,8D,False
IA09000,9.0,murder,False,8C,False
IA09001,13.0,murder,False,5,False
IA09100,9.0,murder,False,9C,False
IA09101,4.0,murder,False,5,False
IA09102,1.0,murder,False,5,False
IA09103,1.0,murder,False,6,False
IA09200,3.0,murder,False,9C,False
IA09201,2.0,murder,False,6,False
IA09300,4.0,murder,False,8D,False
IA09400,3.0,murder,False,8C,False
IA09401,15.0,murder,False,5,False
IA09403,0.0,murder,False,,
IA09500,0.0,murder,False,8D,False
IA09501,0.0,murder,False,6,False
IA09502,0.0,murder,False,7,False
IA09600,1.0,murder,False,8C,False
IA09601,0.0,murder,False,6,False
IA09700,4.0,murder,False,9C,False
IA09701,28.0,murder,False,3,False
IA09702,1.0,murder,False,6,False
IA09800,2.0,murder,False,8D,False
IA09900,2.0,murder,False,8D,False
IA09901,0.0,murder,False,6,False
IA09902,0.0,murder,False,7,False
IA09903,0.0,murder,False,6,False
IADI001,0.0,murder,False,7,False
IADI002,0.0,murder,False,7,False
IADPS00,0.0,murder,False,8D,False
IADPS10,0.0,murder,False,8D,False
IAIHP00,0.0,murder,False,8D,False
ID00100,24.0,murder,False,9A,False
ID00101,33.0,murder,False,2,True
ID00102,9.0,murder,False,5,False
ID00103,11.0,murder,False,3,False
ID00107,0.0,murder,False,5,False
ID00200,2.0,murder,False,8D,False
ID00201,0.0,murder,False,7,False
ID00300,7.0,murder,False,9C,False
ID00301,1.0,murder,False,5,False
ID00302,22.0,murder,False,3,False
ID00303,4.0,murder,False,7,False
ID00304,0.0,murder,False,7,False
ID00400,2.0,murder,False,8D,False
ID00401,2.0,murder,False,7,False
ID00500,7.0,murder,False,8D,False
ID00501,2.0,murder,False,7,False
ID00600,11.0,murder,False,8B,False
ID00601,1.0,murder,False,7,False
ID00602,14.0,murder,False,5,False
ID00603,0.0,murder,False,7,False
ID00604,1.0,murder,False,6,False
ID00700,3.0,murder,False,8D,False
ID00701,2.0,murder,False,6,False
ID00702,1.0,murder,False,7,False
ID00703,2.0,murder,False,6,False
ID00704,1.0,murder,False,7,False
ID00800,6.0,murder,False,9D,False
ID00801,0.0,murder,False,7,False
ID00900,19.0,murder,False,8B,False
ID00901,1.0,murder,False,7,False
ID00902,3.0,murder,False,6,False
ID00903,0.0,murder,False,7,False
ID01000,17.0,murder,False,9B,False
ID01001,0.0,murder,False,5,False
ID01002,24.0,murder,False,3,False
ID01004,0.0,murder,False,7,False
ID01100,8.0,murder,False,8D,False
ID01101,0.0,murder,False,6,False
ID01200,2.0,murder,False,9D,False
ID01201,0.0,murder,False,7,False
ID01300,1.0,murder,False,8D,False
ID01400,25.0,murder,False,9B,False
ID01401,20.0,murder,False,3,False
ID01402,28.0,murder,False,3,False
ID01403,1.0,murder,False,7,False
ID01404,0.0,murder,False,7,False
ID01405,0.0,murder,False,,
ID01500,0.0,murder,False,8D,False
ID01501,3.0,murder,False,6,False
ID01502,0.0,murder,False,7,False
ID01600,12.0,murder,False,8C,False
ID01601,3.0,murder,False,5,False
ID01700,1.0,murder,False,8D,False
ID01800,5.0,murder,False,8D,False
ID01801,2.0,murder,False,6,False
ID01802,0.0,murder,False,7,False
ID01900,4.0,murder,False,8D,False
ID01902,0.0,murder,False,7,False
ID01903,0.0,murder,False,7,False
ID02000,8.0,murder,False,8C,False
ID02001,0.0,murder,False,7,False
ID02002,7.0,murder,False,5,False
ID02100,3.0,murder,False,9D,False
ID02101,3.0,murder,False,6,False
ID02200,4.0,murder,False,8D,False
ID02202,0.0,murder,False,6,False
ID02300,0.0,murder,False,9C,False
ID02301,7.0,murder,False,6,False
ID02400,5.0,murder,False,8D,False
ID02401,2.0,murder,False,6,False
ID02402,0.0,murder,False,6,False
ID02403,0.0,murder,False,7,False
ID02500,9.0,murder,False,8C,False
ID02501,0.0,murder,False,7,False
ID02502,1.0,murder,False,6,False
ID02600,6.0,murder,False,9C,False
ID02601,1.0,murder,False,6,False
ID02700,6.0,murder,False,8C,False
ID02701,4.0,murder,False,5,False
ID02800,23.0,murder,False,9B,False
ID02801,20.0,murder,False,3,False
ID02802,5.0,murder,False,4,False
ID02803,0.0,murder,False,7,False
ID02804,1.0,murder,False,7,False
ID02805,0.0,murder,False,6,False
ID02900,8.0,murder,False,8C,False
ID02905,9.0,murder,False,4,False
ID02906,0.0,murder,False,7,False
ID03000,1.0,murder,False,8D,False
ID03002,5.0,murder,False,6,False
ID03100,3.0,murder,False,8D,False
ID03102,0.0,murder,False,7,False
ID03200,1.0,murder,False,8D,False
ID03201,0.0,murder,False,7,False
ID03300,2.0,murder,False,8C,False
ID03301,3.0,murder,False,4,False
ID03400,6.0,murder,False,8C,False
ID03401,5.0,murder,False,6,False
ID03402,1.0,murder,False,6,False
ID03500,6.0,murder,False,9D,False
ID03501,0.0,murder,False,7,False
ID03502,17.0,murder,False,4,False
ID03600,2.0,murder,False,8D,False
ID03601,0.0,murder,False,7,False
ID03700,6.0,murder,False,9D,False
ID03701,2.0,murder,False,6,False
ID03800,5.0,murder,False,8C,False
ID03801,3.0,murder,False,6,False
ID03802,1.0,murder,False,7,False
ID03803,5.0,murder,False,6,False
ID03900,2.0,murder,False,8D,False
ID03901,2.0,murder,False,6,False
ID04000,3.0,murder,False,8D,False
ID04001,4.0,murder,False,7,False
ID04002,1.0,murder,False,7,False
