year_latest,agency_ori_9,agency_ori_7,ori_group,larger_city
2016,AL0560300,AL05603,7,False
2016,AL0560400,,7,False
2016,AL0560500,AL05605,7,False
2016,AL0570000,AL05700,9B,False
2016,AL0570100,AL05701,4,False
2016,AL0570200,AL05702,7,False
2016,AL0580000,AL05800,9B,False
2016,AL0580100,AL05801,5,False
2016,AL0580200,AL05802,7,False
2016,AL0580300,AL05803,7,False
2016,AL0580400,AL05804,6,False
2016,AL0580500,AL05805,6,False
2016,AL0580600,AL05806,5,False
2016,AL0580700,AL05807,7,False
2016,AL0580800,AL05808,6,False
2016,AL0580900,AL05809,7,False
2016,AL0581000,AL05810,7,False
2016,AL0581200,AL05812,6,False
2016,AL0590000,AL05900,9B,False
2016,AL0590100,AL05901,5,False
2016,AL0590200,AL05902,6,False
2016,AL0590300,AL05903,6,False
2016,AL0590400,AL05904,4,False
2016,AL0590500,AL05905,7,False
2016,AL0590600,AL05906,5,False
2016,AL0590700,AL05907,5,False
2016,AL0590800,AL05908,7,False
2016,AL0590900,AL05909,7,False
2016,AL0591000,AL05910,7,False
2016,AL0591100,AL05911,7,False
2016,AL0600000,AL06000,8D,False
2016,AL0600100,AL06001,7,False
2016,AL0600200,AL06002,6,False
2016,AL0600300,AL06003,7,False
2016,AL0600400,AL06004,7,False
2016,AL0600500,AL06005,7,False
2016,AL0610000,AL06100,8B,False
2016,AL0610100,AL06101,5,False
2016,AL0610200,AL06102,5,False
2016,AL0610300,AL06103,6,False
2016,AL0610400,AL06104,6,False
2016,AL0610500,AL06105,7,False
2016,AL0610600,AL06106,7,False
2016,AL0611200,AL06112,7,False
2016,AL0620000,AL06200,8C,False
2016,AL0620100,AL06201,5,False
2016,AL0620200,AL06202,6,False
2016,AL0620300,AL06203,7,False
2016,AL0620400,AL06204,7,False
2016,AL0620500,AL06205,7,False
2016,AL0620600,AL06206,7,False
2016,AL0620700,AL06207,7,False
2016,AL0630000,AL06300,9B,False
2016,AL0630100,AL06301,3,False
2016,AL0630200,AL06302,4,False
2016,AL0630300,AL06303,7,False
2016,AL0630500,AL06305,7,False
2016,AL0630700,AL06307,7,False
2016,AL0630800,,7,False
2016,AL0631100,AL06311,7,False
2016,AL0631400,AL06314,7,False
2016,AL0640000,AL06400,9B,False
2016,AL0640100,AL06401,5,False
2016,AL0640200,AL06402,7,False
2016,AL0640300,AL06403,7,False
2016,AL0640400,AL06404,7,False
2016,AL0640500,AL06405,7,False
2016,AL0640600,AL06406,7,False
2016,AL0640700,AL06407,7,False
2016,AL0640800,AL06408,7,False
2016,AL0640900,AL06409,7,False
2016,AL0641100,AL06411,7,False
2016,AL0650000,AL06500,8C,False
2016,AL0650100,AL06501,7,False
2016,AL0650200,AL06502,7,False
2016,AL0650300,AL06503,7,False
2016,AL0660000,AL06600,8D,False
2016,AL0660100,AL06601,7,False
2016,AL0660200,AL06602,7,False
2016,AL0670000,AL06700,8C,False
2016,AL0670100,AL06701,7,False
2016,AL0670200,AL06702,6,False
2016,AL0670300,AL06703,7,False
2016,AL0670400,AL06704,7,False
2016,AL0670500,AL06705,7,False
2016,ALAST0000,ALAST00,8D,False
2016,ALDI00300,ALDI003,7,False
2016,AR0010000,AR00100,8D,False
2016,AR0010100,AR00101,6,False
2016,AR0010200,AR00102,6,False
2016,AR0010300,AR00103,7,False
2016,AR0010500,,7,False
2016,AR0020000,AR00200,8C,False
2016,AR0020100,AR00201,6,False
2016,AR0020200,AR00202,6,False
2016,AR0020300,AR00203,7,False
2016,AR0030000,AR00300,8C,False
2016,AR0030100,AR00301,5,False
2016,AR0030200,AR00302,7,False
2016,AR0030300,AR00303,7,False
2016,AR0030400,AR00304,7,False
2016,AR0030500,,7,False
2016,AR0040000,AR00400,9B,False
2016,AR0040100,AR00401,4,False
2016,AR0040200,AR00402,3,False
2016,AR0040300,AR00403,5,False
2016,AR0040400,AR00404,6,False
2016,AR0040500,AR00405,6,False
2016,AR0040600,AR00406,6,False
2016,AR0040700,AR00407,6,False
2016,AR0040800,AR00408,7,False
2016,AR0040900,AR00409,6,False
2016,AR0041100,AR00411,7,False
2016,AR0041200,,6,False
2016,AR0041300,AR00413,5,False
2016,AR0041400,AR00414,7,False
2016,AR0041600,AR00416,6,False
2016,AR0041700,,7,False
2016,AR0042000,AR00420,7,False
2016,AR0042100,AR00421,4,False
2016,AR0050000,AR00500,8C,False
2016,AR0050100,AR00501,5,False
2016,AR0050200,AR00502,7,False
2016,AR0060000,AR00600,8D,False
2016,AR0060100,AR00601,6,False
2016,AR0060200,AR00602,7,False
2016,AR0070000,AR00700,8D,False
2016,AR0070100,AR00701,7,False
2016,AR0080000,AR00800,8C,False
2016,AR0080100,AR00801,6,False
2016,AR0080200,AR00802,7,False
2016,AR0080300,AR00803,6,False
2016,AR0090000,AR00900,8D,False
2016,AR0090100,AR00901,6,False
2016,AR0090200,AR00902,7,False
2016,AR0090300,AR00903,7,False
2016,AR0100000,AR01000,8D,False
2016,AR0100100,AR01001,5,False
2016,AR0100200,AR01002,7,False
2016,AR0100300,AR01003,7,False
2016,AR0100400,AR01004,7,False
2016,AR0100500,,7,False
2016,AR0110000,AR01100,8D,False
2016,AR0110100,AR01101,6,False
2016,AR0110200,AR01102,6,False
2016,AR0120000,AR01200,8C,False
2016,AR0120100,AR01201,6,False
2016,AR0120200,AR01202,7,False
2016,AR0120300,AR01203,7,False
2016,AR0120400,,7,False
2016,AR0130000,AR01300,9D,False
2016,AR0130100,AR01301,7,False
2016,AR0140000,AR01400,8C,False
2016,AR0140100,AR01401,5,False
2016,AR0140500,AR01405,7,False
2016,AR0150000,AR01500,8C,False
2016,AR0150100,AR01501,6,False
2016,AR0150300,AR01503,7,False
2016,AR0150400,AR01504,7,False
2016,AR0150500,,7,False
2016,AR0160000,AR01600,9C,False
2016,AR0160100,AR01601,3,False
2016,AR0160200,AR01602,7,False
2016,AR0160300,AR01603,7,False
2016,AR0160400,AR01604,7,False
2016,AR0160500,AR01605,7,False
2016,AR0160600,AR01606,7,False
2016,AR0160700,AR01607,7,False
2016,AR0161500,AR01615,6,False
2016,AR0170000,AR01700,9B,False
2016,AR0170100,AR01701,5,False
2016,AR0170200,AR01702,6,False
2016,AR0170300,AR01703,7,False
2016,AR0170500,,7,False
2016,AR0170600,,7,False
2016,AR0171200,,7,False
2016,AR0180000,AR01800,9D,False
2016,AR0180100,AR01801,5,False
2016,AR0180200,AR01802,7,False
2016,AR0180400,AR01804,5,False
2016,AR0181000,,7,False
2016,AR0190000,AR01900,8D,False
2016,AR0190100,AR01901,6,False
2016,AR0190200,AR01902,7,False
2016,AR0190300,,7,False
2016,AR0200000,AR02000,8D,False
2016,AR0200100,AR02001,6,False
2016,AR0210000,AR02100,8D,False
2016,AR0210100,AR02101,6,False
2016,AR0210200,AR02102,7,False
2016,AR0210300,AR02103,6,False
2016,AR0220000,AR02200,8D,False
2016,AR0220100,AR02201,6,False
2016,AR0220300,AR02203,7,False
2016,AR0230000,AR02300,9B,False
2016,AR0230100,AR02301,3,False
2016,AR0230200,AR02302,6,False
2016,AR0230300,AR02303,7,False
2016,AR0230400,AR02304,6,False
2016,AR0230500,AR02305,7,False
2016,AR0230600,AR02306,7,False
2016,AR0240000,AR02400,8C,False
2016,AR0240100,AR02401,6,False
2016,AR0240200,AR02402,7,False
2016,AR0240300,,7,False
2016,AR0250000,AR02500,8D,False
2016,AR0250100,AR02501,7,False
2016,AR0250200,AR02502,7,False
2016,AR0260000,AR02600,9B,False
2016,AR0260100,AR02601,4,False
2016,AR0260300,AR02603,7,False
2016,AR0270000,AR02700,9C,False
2016,AR0270100,AR02701,6,False
2016,AR0280000,AR02800,8C,False
2016,AR0280100,AR02801,4,False
2016,AR0280200,AR02802,7,False
2016,AR0290000,AR02900,8C,False
2016,AR0290100,AR02901,6,False
2016,AR0300000,AR03000,8C,False
2016,AR0300100,AR03001,5,False
2016,AR0300300,AR03003,7,False
2016,AR0310000,AR03100,8D,False
2016,AR0310100,AR03101,6,False
2016,AR0310200,AR03102,7,False
2016,AR0310400,AR03104,7,False
2016,AR0320000,AR03200,8B,False
2016,AR0320100,AR03201,5,False
2016,AR0320200,AR03202,7,False
2016,AR0320300,,7,False
2016,AR0330000,AR03300,8C,False
2016,AR0330200,AR03302,7,False
2016,AR0340000,AR03400,8D,False
2016,AR0340100,AR03401,6,False
2016,AR0340200,AR03402,7,False
2016,AR0340300,AR03403,7,False
2016,AR0340600,AR03406,7,False
2016,AR0340700,,7,False
2016,AR0350000,AR03500,9C,False
2016,AR0350100,AR03501,4,False
2016,AR0350200,AR03502,6,False
2016,AR0350300,AR03503,7,False
2016,AR0350400,AR03504,7,False
2016,AR0350600,AR03506,7,False
2016,AR0360000,AR03600,8C,False
2016,AR0360100,AR03601,6,False
2016,AR0360300,AR03603,7,False
2016,AR0370000,AR03700,8D,False
2016,AR0370200,AR03702,7,False
2016,AR0370300,AR03703,7,False
2016,AR0380000,AR03800,8D,False
2016,AR0380100,AR03801,6,False
2016,AR0380200,AR03802,6,False
2016,AR0380400,AR03804,7,False
2016,AR0380500,,7,False
2016,AR0390000,AR03900,8D,False
2016,AR0390100,AR03901,6,False
2016,AR0400000,AR04000,9C,False
2016,AR0400100,AR04001,7,False
2016,AR0400200,AR04002,7,False
2016,AR0400300,AR04003,7,False
2016,AR0410000,AR04100,9D,False
2016,AR0410100,AR04101,6,False
2016,AR0410200,AR04102,7,False
2016,AR0420000,AR04200,8C,False
2016,AR0420100,AR04201,6,False
2016,AR0420200,AR04202,6,False
2016,AR0430000,AR04300,9B,False
2016,AR0430100,AR04301,6,False
2016,AR0430200,AR04302,4,False
2016,AR0430300,AR04303,7,False
2016,AR0430400,AR04304,6,False
2016,AR0430500,AR04305,6,False
2016,AR0430600,AR04306,6,False
2016,AR0440000,AR04400,9C,False
2016,AR0440100,AR04401,7,False
2016,AR0450000,AR04500,8C,False
2016,AR0450100,AR04501,7,False
2016,AR0450200,AR04502,7,False
2016,AR0450300,AR04503,7,False
2016,AR0460000,AR04600,9C,False
2016,AR0460100,AR04601,4,False
2016,AR0470000,AR04700,8C,False
2016,AR0470100,AR04701,5,False
2016,AR0470200,AR04702,6,False
2016,AR0470300,AR04703,7,False
2016,AR0470500,AR04705,7,False
2016,AR0470600,,7,False
2016,AR0470700,AR04707,6,False
2016,AR0470800,AR04708,7,False
2016,AR0470900,AR04709,7,False
2016,AR0471000,AR04710,7,False
2016,AR0480000,AR04800,8D,False
2016,AR0480100,AR04801,6,False
2016,AR0480200,AR04802,7,False
2016,AR0480300,AR04803,7,False
2016,AR0490000,AR04900,8D,False
2016,AR0500000,AR05000,8D,False
2016,AR0500100,AR05001,6,False
2016,AR0510000,AR05100,8D,False
2016,AR0510100,,7,False
2016,AR0520000,AR05200,8C,False
2016,AR0520100,AR05201,5,False
2016,AR0520200,AR05202,7,False
2016,AR0520300,AR05203,7,False
2016,AR0520600,AR05206,7,False
2016,AR0530000,AR05300,9D,False
2016,AR0530100,AR05301,7,False
2016,AR0540000,AR05400,8D,False
2016,AR0540100,AR05401,5,False
2016,AR0540200,AR05402,7,False
2016,AR0540300,AR05403,7,False
2016,AR0540400,AR05404,7,False
2016,AR0550000,AR05500,8D,False
2016,AR0550100,AR05501,7,False
2016,AR0550200,AR05502,7,False
2016,AR0560000,AR05600,9D,False
2016,AR0560100,AR05601,7,False
2016,AR0560200,AR05602,6,False
2016,AR0560300,AR05603,7,False
2016,AR0560400,AR05604,7,False
2016,AR0560500,AR05605,7,False
2016,AR0560700,AR05607,7,False
2016,AR0570000,AR05700,8C,False
2016,AR0570100,AR05701,6,False
2016,AR0580000,AR05800,8B,False
2016,AR0580100,AR05801,4,False
2016,AR0580200,AR05802,6,False
2016,AR0580400,AR05804,7,False
2016,AR0580700,AR05807,7,False
2016,AR0580900,AR05809,7,False
